CMPD_CHEMBLID,exp,smiles,,,,,,
CHEMBL293266,2.17,CC[C@H](C)[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)O,,,,,,
CHEMBL56923,1.03,CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,,,,
CHEMBL301245,1.77,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C)C(=O)O,,,,,,
CHEMBL56945,1.51,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)O,,,,,,
CHEMBL354526,5.41,CCCCOc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c4c(O)cccc24)cc1,,,,,,
CHEMBL436600,2.66,Nc1nc(N)c2c(cccc2n1)N3CCCCC3,,,,,,
CHEMBL274585,3.36,I\\C=C\\CN1CCC(COc2ccc(cc2)C#N)CC1,,,,,,
CHEMBL56404,1.82,CC[C@@H](C)[C@H](NC(=O)[C@@H](N)[C@@H](C)CC)C(=O)O,,,,,,
CHEMBL353263,3.02,CN(O)C(=O)Cc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c4c(O)cccc24)cc1,,,,,,
CHEMBL352330,4.91,COc1ccc(COc2ccc(CC(=O)C3c4cccc(O)c4C(=O)c5c(O)cccc35)cc2)cc1,,,,,,
CHEMBL299661,2.58,Nc1ccc(cc1)C2=NNC(=O)Cc3cc4OCOc4cc23,,,,,,
CHEMBL336047,2.85,CCCSc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL75345,0.24,CO[C@@]12C(COC(=O)N)C3=C(N1CC4NC24)C(=O)C(=C(NCC#C)C3=O)C,,,,,,
CHEMBL73968,1.3,CO[C@]12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)Nc5ccccc5,,,,,,
CHEMBL75298,1.74,CO[C@]12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)OCCOc5ccccc5,,,,,,
CHEMBL54609,2.95,CC[C@H](C)[C@H](N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O,,,,,,
CHEMBL294461,0.94,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,
CHEMBL291475,1.74,C[C@H](NC(=O)c1ccccc1)C(=O)O,,,,,,
CHEMBL57082,1.55,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)O,,,,,,
CHEMBL46647,1.77,Nc1nc(ns1)c2cccs2,,,,,,
CHEMBL354744,3.58,Oc1cccc2C(C(=O)Cc3ccc(cc3)C#N)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL417001,2.93,FCCCN1CCC(COc2ccc(cc2)C#N)CC1,,,,,,
CHEMBL55433,2.56,CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,,,,,,
CHEMBL301604,4.04,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,,,,,,
CHEMBL293494,2.41,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,,,,,,
CHEMBL53894,3.18,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,
CHEMBL292389,1.77,CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,,,,,,
CHEMBL294389,1.83,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)C,,,,,,
CHEMBL47737,1.78,CC(C)(C)c1ccc(cc1)c2nsc(N)n2,,,,,,
CHEMBL168564,4.11,Oc1cccc2C(C(=O)Cc3ccc(F)cc3)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL354020,4.74,Oc1cccc2C(C(=O)Cc3ccc(Cl)c(Cl)c3)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL275006,3.51,CC1=NN=C(c2ccc(N)cc2)c3cc4OCOc4cc3C1,,,,,,
CHEMBL337786,-0.33,NC(=O)c1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL138244,0.63,CS(=O)(=O)c1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL46352,-1.1,CO[C@@]12C(COC(=O)N)C3=C(N1CC4NC24)C(=O)C(=C(OCCO)C3=O)C,,,,,,
CHEMBL295626,4.32,Ic1ccc(OCC2CCN(Cc3ccccc3C#N)CC2)cc1,,,,,,
CHEMBL56926,3.28,COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C,,,,,,
CHEMBL55904,2.77,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(=O)O,,,,,,
CHEMBL343543,1.18,COc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL46374,3.8,OCCN1CCC(COc2ccc(I)cc2)CC1,,,,,,
CHEMBL45156,5.88,FCCCN1CCC(COc2ccc(Br)cc2)CC1,,,,,,
CHEMBL46519,2.42,FCCN1CCC(COc2ccc(cc2)C#N)CC1,,,,,,
CHEMBL48832,1.74,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,
CHEMBL286852,0.27,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,,,,,,
CHEMBL137484,5.01,CC(C)CC(C\\C=C\\1/CC(CO)(COC(=O)C(C)(C)C)NC1=O)CC(C)C,,,,,,
CHEMBL354478,4.71,OC1=CCCC2=C1C(=O)c3c(O)cccc3C2C(=O)Cc4ccc5ccccc5c4,,,,,,
CHEMBL439837,5.02,Oc1cccc2C(C(=O)Cc3ccc(cc3)c4ccccc4)c5cccc(O)c5C(=O)c12,,,,,,
CHEMBL138261,1.82,CNC(=O)NC(=O)Cc1cc2OCOc2cc1C(=O)c3ccc(N)cc3,,,,,,
CHEMBL72435,2.38,CO[C@]12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)OCCSc5ccccc5,,,,,,
CHEMBL301766,2.97,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O,,,,,,
CHEMBL54170,2.01,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,,,,,,
CHEMBL137288,5.89,CC(C)C(C\\C=C\\1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)C(C)C,,,,,,
CHEMBL167957,4.6,OC1=CCCC2=C1C(=O)c3c(O)cccc3C2C(=O)C(c4ccccc4)c5ccccc5,,,,,,
CHEMBL167634,4.61,OC1=CCCC2=C1C(=O)c3c(O)cccc3C2C(=O)Cc4cccc5ccccc45,,,,,,
CHEMBL168930,4.8,Oc1cccc2C(C(=O)Cc3ccc(I)cc3)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL166549,3.29,Nc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c4c(O)cccc24)cc1,,,,,,
CHEMBL139184,2.26,CCCOc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL3707108,1.9,CO[C@@]12C(COC(=O)N)C3=C(N1CC4NC24)C(=O)C(=C(NCCc5occc5)C3=O)C,,,,,,
CHEMBL295661,4.09,Brc1ccccc1CN2CCC(COc3ccc(cc3)C#N)CC2,,,,,,
CHEMBL46880,6.22,Brc1ccc(OCC2CCN(CC3CC3)CC2)cc1,,,,,,
CHEMBL55523,3.04,CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,,,,,,
CHEMBL436353,1.57,CC(C)C[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,
CHEMBL296996,2.83,Nc1nc(ns1)c2ccc(Cl)cc2,,,,,,
CHEMBL136760,4.04,CC(C)C(C\\C=C\\1/CC(CO)(COC(=O)C(C)(C)C)OC1=O)C(C)C,,,,,,
CHEMBL542264,4.506,Cl.COc1ccc(CNCCN(C\\C=C(/C)\\CCC=C(C)C)Cc2ccc(OC)c(OC)c2)cc1OC,,,,,,
CHEMBL138268,2.68,COC(=O)Cc1cc2OCOc2cc1Cc3ccc(N)cc3,,,,,,
CHEMBL138729,2.99,CNC(=O)N\\N=C(/c1ccc(N)cc1)\\c2cc3OCOc3cc2CC(=O)OC,,,,,,
CHEMBL274951,1.94,CO[C@]12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)OCc5ccccc5,,,,,,
CHEMBL54552,2.82,CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)O,,,,,,
CHEMBL96766,5.03,CC(C)CC(C\\C=C/1\\CC(CO)(COC(=O)C(C)(C)C)OC1=O)CC(C)C,,,,,,
CHEMBL94505,3.58,CC(C)CC(C\\C=C/1\\CC(CO)(CN(O)C(=O)C(C)(C)C)OC1=O)CC(C)C,,,,,,
CHEMBL446176,4.16,COc1cccc(CC(=O)C2c3cccc(O)c3C(=O)c4c(O)cccc24)c1,,,,,,
CHEMBL344603,2.41,CCNC(=O)N1N=C(c2ccc(N)cc2)c3cc4OCOc4cc3CC1=O,,,,,,
CHEMBL423673,0.07,CO[C@]12C3NC3CN1c4c(O)c(C)c(N=C5C=CC(=N)C=C5)c(O)c4C2COC(=O)N,,,,,,
CHEMBL53400,3.12,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,,,,,,
CHEMBL57662,2.65,CCOC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)C,,,,,,
CHEMBL138672,0.83,CCCNC(=O)c1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL48060,2.47,CO[C@@]12C(COC(=O)N)C3=C(N1CC4NC24)C(=O)C(=C(OCC5CCC5)C3=O)C,,,,,,
CHEMBL56119,2.55,CC(C)C[C@H](NC(=O)CN)C(=O)O,,,,,,
CHEMBL299889,2.31,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,
CHEMBL138729,2.46,CNC(=O)N\\N=C(/c1ccc(N)cc1)\\c2cc3OCOc3cc2CC(=O)OC,,,,,,
CHEMBL76179,1.44,CO[C@]12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)Nc5ccc(F)cc5,,,,,,
CHEMBL168628,-0.21,COc1ccccc1CCC(O)CNC(C)(C)C,,,,,,
CHEMBL299889,2.31,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,
CHEMBL436551,3.87,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,,,,
CHEMBL37879,1.17,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,,,,,,
CHEMBL134570,2.37,CC(=O)NC(Cc1ccccc1)C(=O)O,,,,,,
CHEMBL52988,3.28,CC(C)C[C@H](NC(=O)C)C(=O)NCC(=O)O,,,,,,
CHEMBL168690,4.97,CCCOc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c4c(O)cccc24)cc1,,,,,,
CHEMBL344401,3.34,CCCCNC(=O)N1N=C(c2ccc(N)cc2)c3cc4OCOc4cc3CC1=O,,,,,,
CHEMBL301674,2.78,CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)O,,,,,,
CHEMBL52922,2.07,OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2,,,,,,
CHEMBL52895,3.21,CC(C)C[C@H](NC(=O)CNC(=O)CN)C(=O)O,,,,,,
CHEMBL300799,3.21,CC(C)CC(NC(=O)CN)C(=O)NCC(=O)O,,,,,,
CHEMBL57338,2.11,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,
CHEMBL55711,2.9,CC(C)C[C@H](N)C(=O)NCC(=O)O,,,,,,
CHEMBL417979,2.52,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,,,,,,
CHEMBL137701,4.04,CC(C)C(C\\C=C/1\\CC(CO)(COC(=O)C(C)(C)C)OC1=O)C(C)C,,,,,,
CHEMBL137597,6.88,CC(C)CC(C\\C=C/1\\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)CC(C)C,,,,,,
CHEMBL337114,3.24,CCCOC(=O)Cc1cc2OCOc2cc1\\C(=N\\NC(=O)NC)\\c3ccc(N)cc3,,,,,,
CHEMBL138955,3.81,CCCCNC(=O)N\\N=C(/c1ccc(N)cc1)\\c2cc3OCOc3cc2CC(=O)OC,,,,,,
CHEMBL337313,2.23,CNC(=O)NC(=O)Cc1cc2OCOc2cc1Cc3ccc(N)cc3,,,,,,
CHEMBL105,-0.38,CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,,,,,,
CHEMBL55004,3.87,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)N)C(=O)O,,,,,,
CHEMBL55660,3.45,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)N)C(=O)O,,,,,,
CHEMBL54572,1.84,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O,,,,,,
CHEMBL53813,2.55,CC(C)C[C@@H](NC(=O)CN)C(=O)O,,,,,,
CHEMBL44957,3.72,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2noc(N)n2,,,,,,
CHEMBL139231,2.89,CCNC(=O)N\\N=C(/c1ccc(N)cc1)\\c2cc3OCOc3cc2CC(=O)OC,,,,,,
CHEMBL136542,3.67,CCCOC(=O)Cc1cc2OCOc2cc1\\C(=N\\NC(=O)NCC)\\c3ccc(N)cc3,,,,,,
CHEMBL343286,2.78,Nc1nc(N)c2c(Oc3ccccc3)cccc2n1,,,,,,
CHEMBL168987,-0.44,COc1ccccc1OCC(O)CNC(C)(C)C,,,,,,
CHEMBL546,0.2,CC(C)NCC(O)COc1ccccc1OCC=C,,,,,,
CHEMBL55967,2.56,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,,,,,,
CHEMBL301700,3.28,CC(C)C[C@H](NC(=O)CNC(=O)C)C(=O)O,,,,,,
CHEMBL44164,2.05,Nc1nc(Cc2ccccc2)ns1,,,,,,
CHEMBL336926,5.01,CC(C)CC(C\\C=C/1\\CC(CO)(COC(=O)C(C)(C)C)NC1=O)CC(C)C,,,,,,
CHEMBL343829,3.24,CCCNC(=O)N\\N=C(/c1ccc(N)cc1)\\c2cc3OCOc3cc2CC(=O)OC,,,,,,
CHEMBL137917,1.11,Nc1nc(N)c2c(cccc2n1)N3CCOCC3,,,,,,
CHEMBL166494,1.24,NC(=O)c1cc(OCCNCC(O)c2ccccc2)ccc1O,,,,,,
CHEMBL31634,0.33,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(\\C=C\\Br)C(=O)NC2=O,,,,,,
CHEMBL46559,3.22,Fc1ccc(CN2CCC(COc3ccc(cc3)C#N)CC2)cc1,,,,,,
CHEMBL57312,2.55,COC(=O)[C@H](CC(C)C)NC(=O)CN,,,,,,
CHEMBL55771,-1.74,C[C@@H](NC(=O)c1ccccc1)C(=O)O,,,,,,
CHEMBL138279,4.64,CC(C)CC(C\\C=C\\1/CC(CO)(COC(=O)C(C)(C)C)N(O)C1=O)CC(C)C,,,,,,
CHEMBL166103,4.4,Oc1cccc2C(C(=O)Cc3ccc(cc3)C(F)(F)F)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL139285,4.24,CCCCOC(=O)Cc1cc2OCOc2cc1\\C(=N\\NC(=O)NCC)\\c3ccc(N)cc3,,,,,,
CHEMBL54363,2.31,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,,,,,,
CHEMBL54936,1.15,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,,,,
CHEMBL350175,5.19,COc1cccc(COc2ccc(CC(=O)C3c4cccc(O)c4C(=O)c5c(O)cccc35)cc2)c1,,,,,,
CHEMBL353682,4.43,CC(C(=O)C1c2cccc(O)c2C(=O)c3c(O)cccc13)c4ccccc4,,,,,,
CHEMBL417899,4.19,Ic1ccc(OCC2CCN(Cc3cccc(c3)C#N)CC2)cc1,,,,,,
CHEMBL289196,6.36,Brc1cccc(OCC2CCN(CC3CC3)CC2)c1,,,,,,
CHEMBL168891,1.14,COc1ccccc1OCC(O)CNCCOc2ccc(O)c(c2)C(=O)N,,,,,,
CHEMBL294193,2.35,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)O,,,,,,
CHEMBL54665,0.5,CCOC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,,,,,,
CHEMBL165935,4.49,Oc1cccc2C(C(=O)Cc3ccc(Cl)cc3)c4cccc(O)c4C(=O)c12,,,,,,
CHEMBL140289,1.09,CNC(=O)NC(=O)Cc1ccc2OCOc2c1,,,,,,
CHEMBL341590,2.81,CCCCOc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL416827,-1.08,CO[C@@]12C(COC(=O)N)C3=C(N1CC4NC24)C(=O)C(=C(OCCOCCO)C3=O)C,,,,,,
CHEMBL352576,1.83,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccc(F)cc3F)cc1,,,,,,
CHEMBL351923,2.8,COC(=O)c1[nH]cc(c2ccccc2C)c1N3CCOCC3,,,,,,
CHEMBL77215,1,CN1C(=O)C(=Nc2cc(ccc12)C(C)(C)C(=O)N3CCCC3)Cc4ccc(cc4)C(=N)N,,,,,,
CHEMBL171453,-0.09,CC(=O)NCc1ccc(CN2CCN(CC2)c3cnccn3)cc1,,,,,,
CHEMBL87521,3.62,Oc1c2SCCc2nn1c3ccc(Cl)c(Cl)c3,,,,,,
CHEMBL92163,2.47,OCCCNCCCCNCC1CCN(CC1)C(=O)Cc2cccc3ccccc23,,,,,,
CHEMBL25101,1.74,NCCCNCCCCNCCCNC(=O)Cc1cccc2ccccc12,,,,,,
CHEMBL85772,3.06,Oc1c2SCCc2nn1c3ccc(Cl)cc3,,,,,,
CHEMBL369605,2.59,CCC(NC(=O)C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL172288,2.83,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL78282,3.49,CCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL95,2.71,Nc1c2CCCCc2nc3ccccc13,,,,,,
CHEMBL355457,3.35,CCC(CC)(NC(=O)C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL169586,1.18,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3ncccn3)cc1,,,,,,
CHEMBL169211,1.58,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4nccs4)cc2,,,,,,
CHEMBL163189,3.7,Clc1ccc(cc1)c2c[nH]c(C(=O)NCC=C)c2N3CCOCC3,,,,,,
CHEMBL88048,0.81,O=S(=O)(Oc1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2)c4ccccc4,,,,,,
CHEMBL88048,3.72,O=S(=O)(Oc1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2)c4ccccc4,,,,,,
CHEMBL77121,2.3,CCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL305637,5.08,CCCCCCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL286738,2.65,NS(=O)(=O)Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1,,,,,,
CHEMBL311899,1.49,COC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL75255,1.7,CCOC(=O)C(C)(C)c1ccc2c(C)cc(Oc3ccc(cc3)C(=N)N)nc2c1,,,,,,
CHEMBL88162,7.51,O=C(Cc1cccc2ccccc12)N3CCC(CCCCCCNCC4CCCCC4)CC3,,,,,,
CHEMBL384467,1.72,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,,
CHEMBL170307,1.55,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL170148,0.88,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccn3)cc1,,,,,,
CHEMBL171318,1.99,CC(NC(=O)C)c1ccc(CN2CCN(CC2)c3cccc(F)n3)cc1,,,,,,
CHEMBL162545,3.3,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N(C)CCN(C)C,,,,,,
CHEMBL90895,3.21,CN(C)CCCCNCC1CCN(CC1)C(=O)Cc2cccc3ccccc23,,,,,,
CHEMBL155465,3.87,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCCCCC2,,,,,,
CHEMBL421350,-1.34,NC(=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL421350,1.4,NC(=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL163109,3.5,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCOCC3,,,,,,
CHEMBL88051,0,[O-][N+](=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL88051,2.75,[O-][N+](=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL351309,3.9,CCOC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCOCC3,,,,,,
CHEMBL161928,5.5,COC(=O)c1c(N2CCOCC2)c(cn1C(=O)c3ccccc3)c4ccc(Cl)cc4,,,,,,
CHEMBL421505,4.29,CCCCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL347202,2.68,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCC2,,,,,,
CHEMBL443552,3.08,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCCC2,,,,,,
CHEMBL988,1.73,CC12CC(O)[C@@]3(F)C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)CO,,,,,,
CHEMBL171923,1.8,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4cccc(F)n4)cc2,,,,,,
CHEMBL164148,4.4,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCN(CC3)c4ccccc4,,,,,,
CHEMBL348947,3.5,COC(=O)c1c(N2CCOCC2)c(cn1C(=O)C)c3ccc(Cl)cc3,,,,,,
CHEMBL131,1.55,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,,,
CHEMBL389621,1.54,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,,,,,,
CHEMBL169655,2.01,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3nccs3)cc1,,,,,,
CHEMBL92156,3.45,O=C(Cc1cccc2ccccc12)N3CCC(CNCCCCNCC4CCOCC4)CC3,,,,,,
CHEMBL90950,5.32,O=C(Cc1cccc2ccccc12)N3CCC(CNCCCCNCC4CCCCC4)CC3,,,,,,
CHEMBL306782,3.1,CCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL11185,1.6,CC1=CC(=O)Oc2cc(OS(=O)(=O)N)ccc12,,,,,,
CHEMBL87428,2.01,Oc1c2[S+]([O-])CCc2nn1c3ccc(Cl)c(Cl)c3,,,,,,
CHEMBL169325,1.9,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4ccccc4)cc2,,,,,,